user_screen_name,user_description,text,clean_text,type,pollen_phenology,climate_change,belief,sentiment,causation,direction,science
FOX61News,"Follow us for the latest breaking news, weather, sports, and entertainment. FOX61 News - Expect More.",RT @RyanBretonWX: Is our warming climate leading to higher pollen counts in southern New England? We'll look at what the latest research su…,RyanBretonWX Is our warming climate leading to higher pollen counts in southern New England We'll look at what the latest research su,retweet,,,,,,,
notfathippy,you ain’t heard of me? well I prefer that. |fl🍊made | fat positivity/body peace advocate💜,RT @ABC7: Can't stop sneezing? It turns out there's more pollen in the air compared to 30 years ago and climate change may now be making it…,ABC Can't stop sneezing It turns out there's more pollen in the air compared to years ago and climate change may now be making it,retweet,,,,,,,
truthdaddynyc,posting the truth! like it or not... Rebellions are built on hope... #Resist #TheResistance #DefeatTheGOP #DitchMitch #DefeatPutin #HelpUkraine,"Pollen season continues to get longer and more intense as result of climate change, study finds https://t.co/3EXvRV8Kye via @ABC7NY",Pollen season continues to get longer and more intense as result of climate change study finds via ABC NY,organic,,,,,,,
ABC11_WTVD,"ABC11/WTVD is your source in North Carolina for breaking news, breaking weather, and traffic in Raleigh, Durham, and Fayetteville.",Can't stop sneezing? It turns out there's more pollen in the air compared to 30 years ago and climate change may now be making it worse.  https://t.co/NQB0xVB7Me,Can't stop sneezing It turns out there's more pollen in the air compared to years ago and climate change may now be making it worse,organic,,,,,,,
TeedRebecca,"I teach Earth and environmental science at Wright State in Dayton, Ohio.  She/her.","An article about the magnitude of the vegetation/ecosystem change associated with the Paleocene-Eocene Thermal Maximum:

What ancient pollen tells us about future climate change https://t.co/m89ouIQ0IX via @physorg_com",An article about the magnitude of the vegetation ecosystem change associated with the Paleocene Eocene Thermal Maximum What ancient pollen tells us about future climate change via,organic,,,,,,,
skindogs7,TCU alum. Canes hockey. Great golf destinations.,@ABC11_WTVD You all never stop with your horseshit reporting. Keep the plandemic going anyway you can. Pollen tied to global warming???????🤡🤡🤡🤡,ABC WTVD You all never stop with your horseshit reporting Keep the plandemic going anyway you can Pollen tied to global warming,reply,,,,,,,
gemdrgn1,"💖#Castle Even on the worst days there's a possibility for joy. USArmyVeteran,Mom,GSDMom,Empath #RESIST #StopAAPIHate #SPNFamily #WinchesterFamilyBusiness 🚫DMs","Pollen season continues to get longer and more intense as result of climate change, study finds https://t.co/XOu5qp09Y6 via @abc7 🤦‍♀️",Pollen season continues to get longer and more intense as result of climate change study finds via,organic,,,,,,,
LeeTyler,"Environmentalist, natural health researcher, raise property value. call me 917.282.6285",Pollen season will get longer and allergies will become more intense as a result of climate change: study #OurPlanet #Ecosystem #ClimateCrisis #Green #ClimateChange [Video]: Can't stop sneezing? It turns out there's more pollen in the air compared to 30… https://t.co/L99gwzAdM4 https://t.co/kvhIenMAmv,Pollen season will get longer and allergies will become more intense as a result of climate change study OurPlanet Ecosystem ClimateCrisis Green ClimateChange Video Can't stop sneezing It turns out there's more pollen in the air compared to,organic,,,,,,,
WMUR9_Weather,Submit your weather and breaking news photos and videos at http://uLocal.WMUR.com,"Warming trend this week...60s Tuesday, 60s to lower 70s Wednesday then 70s just above 80 in places Thursday through Saturday. Partly to mostly skies through the week, very small chance of any showers (high pollen and fire danger.) via @KevSkarupaWMUR",Warming trend this week s Tuesday s to lower s Wednesday then s just above in places Thursday through Saturday Partly to mostly skies through the week very small chance of any showers high pollen and fire danger via KevSkarupaWMUR,organic,,,,,,,
Allareblessed2,"Deaf lady with deaf bulldog. BLM, voting rights are important, Biden/Harris. RESIST!! lost first acct for security reasons. retired RN. BLM,voting rights,",Climate change is impacting pollen season - WISN https://t.co/SrZ0vWgOkB,Climate change is impacting pollen season WISN,organic,,,,,,,
ShamontielV,"Every morning, I wake up to my dog staring at me. I ask her, ""Did you get a job yet?"" She growls. We walk. 
#DogsOfTwitter #ThinkPieceTwitter #HBCUGrad #BLM","Either global warming is making pollen tougher on people with spring allergies or allergy medicine is trash these days. Used to work. I've been fighting the good fight for two weeks, and everything may as well be placebo pills. Only thing that works is a wet towel over my eyes. https://t.co/kZ7bIRyZGj",Either global warming is making pollen tougher on people with spring allergies or allergy medicine is trash these days Used to work I've been fighting the good fight for two weeks and everything may as well be placebo pills Only thing that works is a wet towel over my eyes,organic,,,,,,,
4029news,Breaking News and Weather for Northwest Arkansas and the River Valley. #4029News,Researchers believe man made climate change is extending pollen season https://t.co/fKakAHoL3c,Researchers believe man made climate change is extending pollen season,organic,,,,,,,
SpecNews1CLT,Spectrum News 1 is a 24-hour local news channel exclusively available to Spectrum customers in North Carolina.,"A recent study found that climate change is causing hotter global temperatures, which is making the pollen season longer and more intense https://t.co/tPkSo5ETfa",A recent study found that climate change is causing hotter global temperatures which is making the pollen season longer and more intense,organic,,,,,,,
AAFANational,"Asthma and Allergy Foundation of America the oldest and largest nonprofit patient group fighting to save lives via advocacy, research, education and support.","Climate change is causing longer and more intense allergy seasons. Good indoor air quality is an important part of a healthy living space. While you can’t control outside air, there are ways you can protect your home, and yourself, from pollen:
https://t.co/J42thUTGvJ via @chron",Climate change is causing longer and more intense allergy seasons Good indoor air quality is an important part of a healthy living space While you can t control outside air there are ways you can protect your home and yourself from pollen via,organic,,,,,,,
LeeTyler,"Environmentalist, natural health researcher, raise property value. call me 917.282.6285","Climate change is making allergy season longer, worse #CleanAir #Globe #Earth #ClimateAction #ClimateChange [Video]: Warmer temperatures mean more pollen and longer grass. https://t.co/tTP3HCubVI https://t.co/EUmCCiUIcI",Climate change is making allergy season longer worse CleanAir Globe Earth ClimateAction ClimateChange Video Warmer temperatures mean more pollen and longer grass,organic,,,,,,,
WOSUAllSides,"Live, public affairs talk show weekdays on @WOSU, 89.7 NPR News | Mon-Fri, 10-12pm ET.","Today on Wellness Wednesday we discuss the climate-driven changes in the pollen season and how to navigate the baby formula shortage. Listen live now.
https://t.co/j3tcjhZNo4",Today on Wellness Wednesday we discuss the climate driven changes in the pollen season and how to navigate the baby formula shortage Listen live now,organic,,,,,,,
rkyte365,"CMG. Dean @FletcherSchool. Investing in tomorrow’s global leaders today. Advisor: climate, finance, energy, #SDGs. Co-chair @wearevcmi. Forever blowing bubbles.","⁦Missed opportunity to give people advice on extreme heat risks, how to stay safe, link to programs available and even mention climate as a driver. Maybe ⁦@BostonGlobe⁩ can publish the web bulb number next to its heat advisory and pollen count.  https://t.co/LibMeGs984",Missed opportunity to give people advice on extreme heat risks how to stay safe link to programs available and even mention climate as a driver Maybe BostonGlobe can publish the web bulb number next to its heat advisory and pollen count,organic,,,,,,,
ShamontielV,17-year writer/editor who often grumpily tweets about reality TV and her random thoughts. #DogsOfTwitter #ThinkPieceTwitter #HBCUGrad #Vegetarian #BLM,"wrote ""When pollen is ruining your dog walks ~ Six ways to fight your way through spring allergies, global warming changes"" https://t.co/ToKSbbUXsa 

#pollen #allergyseason #hayfever #globalwarming #springfever #springvibes 

(Photo credit: Ben Donato-Woodger/Unsplash) https://t.co/tqHTlVGcED",wrote When pollen is ruining your dog walks Six ways to fight your way through spring allergies global warming changes pollen allergyseason hayfever globalwarming springfever springvibes Photo credit Ben Donato Woodger Unsplash,organic,,,,,,,
ShamontielV,17-year writer/editor who often grumpily tweets about reality TV and her random thoughts. #DogsOfTwitter #ThinkPieceTwitter #HBCUGrad #Vegetarian #BLM,"wrote ""When pollen is ruining your dog walks ~ Six ways to fight your way through spring allergies, global warming changes"" https://t.co/ToKSbbDm3A 

#pollen #allergyseason #hayfever #globalwarming #springfever #springvibes 

(Photo credit: 
Samuel Girven/Unsplash) https://t.co/UjqNy6gbqQ",wrote When pollen is ruining your dog walks Six ways to fight your way through spring allergies global warming changes pollen allergyseason hayfever globalwarming springfever springvibes Photo credit Samuel Girven Unsplash,organic,,,,,,,
